x1,y1
21,1.6977
20,1.4877
19,1.2619
18,1.1108
17,1.0213
16,1.0072
15,1.0727
14,1.2088
13,1.393
12,1.6118
11,1.8629
10.59,2
10,2.4029
9,2.9869
8.9806,3
8.0172,4
8,4.0228
7.4227,5
7,5.8111
6.9354,6
6.7404,7
6.717,8
7,9
8,9
9,9
10,9
11,9
12,9
13,9
14,9
15,9
15,9
15.783,10
15.791,11
15.794,12
15,13
15,13
14,13
13,13
12,13
11,13
10,13
9.3657,14
9.5348,15
9.978,16
10,16.029
10.909,17
11,17.06
12,17.574
13,17.938
13.379,18
14,18.06
15,18.032
15.219,18
16,17.838
17,17.514
18,17.122
18.251,17
19,16.534
19.819,16
20,15.861
20.665,15
21,14.626
