x1,y1
21,5.22
20.743,5
20,4.4523
19.249,4
19,3.8959
18,3.5544
17,3.2222
16.129,3
16,2.9865
15,2.9468
14,2.9674
13.587,3
13,3.1263
12,3.4726
11,3.8791
10.761,4
10,4.6228
9.5883,5
9,5.7712
8.8763,6
8.5437,7
8.472,8
9,9
10,9
11,9
12,9
13,9
14,9
14,9
14.808,10
14.803,11
14.797,12
14,13
14,13
13,13
12,13
11,13
10,13
9,13
8.1303,14
8.2065,15
8.6035,16
9,16.767
9.1681,17
10,17.807
10.227,18
11,18.409
12,18.936
12.158,19
13,19.135
14,19.252
15,19.314
16,19.306
17,19.23
18,19.098
18.528,19
19,18.804
20,18.327
20.58,18
21,17.713
