x1,y1
11.947,1
11,1.2762
10,1.597
9,1.9314
8.8538,2
8,2.7475
7.7073,3
7,3.8253
6.8831,4
6.3401,5
6,5.7397
5.9292,6
5.7695,7
5.7554,8
6,9
7,9
8,9
9,9
10,9
11,9
12,9
13,9
14,9
15,9
16,9
16,9
16.732,10
16.739,11
16.754,12
16,13
16,13
15,13
14,13
13,13
12,13
11,13
10,13
9,13
8,13
7.452,14
7.5341,15
7.8052,16
8,16.452
8.299,17
9,17.939
9.0533,18
10,18.778
10.306,19
11,19.332
12,19.754
12.794,20
13,20.025
14,20.085
15,20.078
16,20.006
16.042,20
17,19.709
18,19.345
18.956,19
19,18.978
20,18.358
20.422,18
21,17.52
