x1,y1
21,4.5689
20.176,4
20,3.9037
19,3.5195
18,3.1365
17.558,3
17,2.9318
16,2.8696
15,2.8667
14,2.9223
13.288,3
13,3.0858
12,3.4901
11,3.9061
10.819,4
10,4.6747
9.645,5
9,5.8354
8.9096,6
8.5881,7
8.5207,8
9,9
10,9
11,9
12,9
13,9
14,9
14,9
14.675,10
14.666,11
14.668,12
14,13
14,13
13,13
12,13
11,13
10,13
9,13
8.681,14
8.7485,15
9,15.838
9.0768,16
9.8439,17
10,17.14
11,17.909
11.144,18
12,18.3
13,18.596
14,18.798
15,18.865
16,18.786
17,18.588
18,18.319
19,18.024
19.06,18
20,17.451
20.644,17
21,16.703
