x1,y1
19.502,21
19.93,20
20,19.83
20.222,19
20.421,18
20.583,17
20.691,16
20.731,15
20.696,14
20.578,13
20.379,12
20.102,11
20,10.714
19.534,10
19,9.2742
18.748,9
18,8.2805
17.62,8
17,7.6058
16,7.1418
15.459,7
15,6.9054
14,6.8946
13.127,7
13,7.0496
12,7.9013
11.945,8
12,9
13,9
14,9
14,9
14.955,10
14.955,11
14.955,12
14,13
14,13
13,13
12,13
11,13
10,13
9,13
8,13
7,13.488
6.9013,14
6.9507,15
7,15.206
7.2426,16
7.6822,17
8,17.552
8.3092,18
9,18.862
9.1271,19
10,19.723
10.362,20
11,20.447
11.919,21
