x1,y1
21,2.5199
20,2.1462
19.624,2
19,1.8983
18,1.8157
17,1.782
16,1.7994
15,1.8715
14.028,2
14,2.0086
13,2.4036
12,2.7501
11.258,3
11,3.178
10,3.8908
9.8598,4
9,4.9139
8.9319,5
8.4074,6
8.0165,7
8,7.2211
7.9675,8
8,8.143
9,9
10,9
11,9
12,9
13,9
14,9
14,9
14.804,10
14.809,11
14.811,12
14,13
14,13
13,13
12,13
11,13
10.145,14
10.384,15
10.993,16
11,16.006
12,16.725
12.538,17
13,17.125
14,17.256
15,17.237
16,17.089
16.35,17
17,16.753
18,16.28
18.532,16
19,15.687
19.96,15
20,14.967
20.64,14
21,13.527
