x1,y1
21,4.1787
20.762,4
20,3.3708
19.394,3
19,2.8106
18,2.3734
17.101,2
17,1.9788
16,1.8393
15,1.7584
14,1.7452
13,1.8048
12,1.9324
11.643,2
11,2.2995
10,2.8534
9.764,3
9,3.6699
8.6671,4
8,4.8653
7.9141,5
7.4721,6
7.1826,7
7.0805,8
8,9
9,9
10,9
11,9
12,9
13,9
14,9
15,9
16,9
16,9
16.872,10
16.872,11
16.872,12
16,13
16,13
15,13
14,13
13,13
12,13
11,13
10,13
9,13
8,13
7,13
6,13
5.112,14
5.1431,15
5.3826,16
5.7342,17
6,17.677
6.1921,18
6.8982,19
7,19.11
7.8949,20
8,20.059
9,20.469
10,20.908
10.211,21
