x1,y1
21,3.4269
20.312,3
20,2.8854
19,2.6114
18,2.3631
17,2.1571
16,2.0524
15,2.0862
14,2.2449
13,2.4776
12,2.7379
11.019,3
11,3.0117
10,3.7273
9.6298,4
9,4.6499
8.7207,5
8.0985,6
8,6.2586
7.829,7
7.7902,8
8,9
9,9
10,9
11,9
12,9
13,9
14,9
14,9
14.844,10
14.85,11
14.851,12
14,13
14,13
13,13
12,13
11,13
10,13
9,13
8.6657,14
8.7462,15
9,15.825
9.0774,16
9.8192,17
10,17.166
11,17.972
11.043,18
12,18.357
13,18.651
14,18.81
15,18.811
16,18.664
17,18.411
18,18.109
18.299,18
19,17.625
20,17.1
20.122,17
21,16.173
