x1,y1
21,19.836
20,19.647
19.197,20
19,20.138
18,20.509
17,20.494
16,20.284
15.566,20
15,19.692
14.276,19
14,18.627
13.512,18
13.192,17
13,16.108
12.948,16
12.963,15
13,14.86
13.172,14
13,13.972
12,13.899
11,13.9
10,13.919
9,13.92
8,13.914
7,13
7,13
6.0241,12
6.0241,11
6.0241,10
7,9
7,9
8,8.0864
9,8.0793
10,8.079
11,8.0791
12,8.0791
13,8.08
14,8.0812
15,8.0805
16,8.0763
17,8.0747
18,8.0761
19,8.0631
19.544,9
19.28,10
19.242,11
19,11.2
18.949,12
18,13
18,13
17,13
16,13
15,13.36
14.071,14
14.059,15
14.236,16
15,16.909
15.056,17
16,17.926
16.234,18
17,18.538
18,18.685
19,18.7
20,18.093
20.039,18
21,17.689
