x1,y1
21,3.6672
20.155,3
20,2.8979
19,2.4328
18.117,2
18,1.9716
17,1.7973
16,1.6698
15,1.6014
14,1.6031
13,1.6745
12,1.8082
11,1.9909
10.964,2
10,2.5963
9.3346,3
9,3.3018
8.311,4
8,4.4153
7.646,5
7.1738,6
7,6.614
6.9227,7
6.8769,8
7,9
8,9
9,9
10,9
11,9
12,9
13,9
14,9
15,9
16,9
16,9
16.758,10
16.743,11
16.735,12
16,13
16,13
15,13
14,13
13,13
12,13
11,13
10,13
9,13
8,13
7,13
6.0739,14
6.1059,15
6.3669,16
6.7655,17
7,17.472
7.3547,18
8,18.818
8.1692,19
9,19.624
9.4805,20
10,20.173
11,20.448
12,20.686
13,20.869
14,20.977
15,20.991
16,20.915
17,20.771
18,20.575
19,20.345
20,20.075
20.174,20
21,19.429
