x1,y1
21,3.3155
20.567,3
20,2.7101
19,2.2526
18.454,2
18,1.9021
17,1.7554
16,1.6598
15,1.6191
14,1.6398
13,1.7204
12,1.8541
11.236,2
11,2.117
10,2.6874
9.3787,3
9,3.3348
8.3207,4
8,4.4033
7.6389,5
7.1227,6
7,6.398
6.8895,7
6.8653,8
7,8.8934
8,9
9,9
10,9
11,9
12,9
13,9
14,9
15,9
15,9
15.831,10
15.827,11
15.829,12
15,13
15,13
14,13
13,13
12,13
11,13
10,13
9,13
8,13
7.3022,14
7.3561,15
7.6453,16
8,16.876
8.0693,17
8.8688,18
9,18.126
10,18.991
10.012,19
11,19.395
12,19.821
12.552,20
13,20.054
14,20.117
15,20.121
16,20.065
16.558,20
17,19.875
18,19.514
19,19.176
19.482,19
20,18.679
20.889,18
21,17.912
