x1,y1
21,2.4125
20.228,2
20,1.9329
19,1.736
18,1.6015
17,1.5165
16,1.4869
15,1.5153
14,1.6001
13,1.7327
12,1.9093
11.64,2
11,2.3484
10,2.8417
9.6892,3
9,3.6149
8.6075,4
8,4.7475
7.8429,5
7.3876,6
7.0609,7
7.018,8
8,9
9,9
10,9
11,9
12,9
13,9
14,9
15,9
15,9
15.609,10
15.625,11
15.635,12
15,13
15,13
14,13
13,13
12,13
11,13
10,13
9,13
8.9634,14
9,14.338
9.1029,15
9.558,16
10,16.625
10.319,17
11,17.499
11.815,18
12,18.07
13,18.328
14,18.459
15,18.444
16,18.298
17,18.063
17.19,18
18,17.63
19,17.15
19.27,17
20,16.478
20.435,16
21,15.414
