x1,y1
21,2.9361
20,2.5298
19,2.0656
18.833,2
18,1.8626
17,1.7555
16,1.7011
15,1.7013
14,1.7558
13,1.8608
12.117,2
12,2.0473
11,2.5317
10,2.9381
9.8732,3
9,3.7558
8.7448,4
8,4.886
7.9276,5
7.4989,6
7.1742,7
7.1318,8
8,9
9,9
10,9
11,9
12,9
13,9
14,9
15,9
15,9
15.6,10
15.611,11
15.625,12
15,13
15,13
14,13
13,13
12,13
11,13
10,13
9,13
8.2865,14
8.3834,15
8.7379,16
9,16.488
9.3525,17
10,17.645
10.408,18
11,18.329
12,18.816
12.521,19
13,19.075
14,19.156
15,19.154
16,19.071
16.467,19
17,18.835
18,18.439
19,18.043
19.088,18
20,17.417
20.478,17
21,16.517
