x1,y1
21,2.6308
20,2.1879
19.603,2
19,1.8769
18,1.7528
17,1.6797
16,1.6586
15,1.6914
14,1.7769
13,1.9123
12.562,2
12,2.2516
11,2.6902
10.213,3
10,3.1639
9,3.9757
8.9746,4
8.2127,5
8,5.3595
7.7382,6
7.4587,7
7.4169,8
8,9
9,9
10,9
11,9
12,9
13,9
14,9
14,9
14.955,10
14.955,11
14.955,12
14,13
14,13
13,13
12,13
11,13
10,13
9.134,14
9.2895,15
9.7427,16
10,16.355
10.566,17
11,17.303
12,17.888
12.273,18
13,18.172
14,18.293
15,18.281
16,18.148
16.665,18
17,17.889
18,17.451
19,17.013
19.024,17
20,16.301
20.279,16
21,15.217
