x1,y1
21,6.8098
20.246,6
20,5.7263
19,5.0137
18.977,5
18,4.556
17,4.1162
16.645,4
16,3.8518
15,3.7161
14,3.6995
13,3.8091
12.184,4
12,4.0732
11,4.6569
10.512,5
10,5.5804
9.6954,6
9.2427,7
9.0833,8
10,9
11,9
12,9
13,9
14,9
15,9
15,9
15.641,10
15.64,11
15.629,12
15,13
15,13
14,13
13,13
12,13
11,13
10,13
9,13
8,13
7.0171,14
7.0603,15
7.3832,16
7.8372,17
8,17.263
8.5944,18
9,18.401
9.6621,19
10,19.176
11,19.688
11.577,20
12,20.106
13,20.281
14,20.41
15,20.493
16,20.52
17,20.488
18,20.406
19,20.28
20,20.091
20.33,20
21,19.666
