x1,y1
1,17.755
2,17.479
2.7274,17
3,16.872
3.9875,16
4,15.988
4.8476,15
5,14.66
5.5806,14
5,13
5,13
4.7926,12
4.8145,11
4.8008,10
5,9
5,9
6,9
7,9
8,9
9,9
10,9
11,9
12,9
13,9
14,9
15,9
16,9
16,9
16.92,10
16.95,11
16.946,12
16,13
16,13
15,13
14,13
13,13
12,13
11.343,14
12,14.972
12.03,15
13,15.465
14,15.692
15,15.613
16,15.362
16.681,15
17,14.739
17.827,14
18,13.853
18.794,13
19,12.774
19.445,12
19.703,11
19.756,10
19.727,9
19.612,8
19.053,7
19,6.9222
18.269,6
18,5.6636
17.288,5
17,4.4865
16,4.1193
15,4.2135
14,4.2936
13,4.3887
12,4.6278
11.314,5
11,5.1911
10.131,6
10,6.1235
9.1991,7
9,7.1977
8,7.3232
7,7.358
6,7.0876
5.9629,7
5,6.0312
4.9786,6
4,5.0265
3.9612,5
3,4.2085
2.0299,4
2,3.979
1,3.5498
