x1,y1
21,7.8928
20.315,7
20,6.5887
19.254,6
19,5.8287
18,5.2442
17.52,5
17,4.8025
16,4.5131
15,4.3236
14,4.2829
13,4.4261
12,4.7508
11.468,5
11,5.3836
10.385,6
10,6.6485
9.8386,7
9.6735,8
10,9
11,9
12,9
13,9
14,9
15,9
15,9
15.641,10
15.641,11
15.636,12
15,13
15,13
14,13
13,13
12,13
11,13
10,13
9,13
8,13
7,13.886
6.9766,14
7,14.989
7.0005,15
7.3277,16
7.7894,17
8,17.345
8.5171,18
9,18.488
9.5549,19
10,19.242
11,19.841
11.262,20
12,20.202
13,20.414
14,20.583
15,20.701
16,20.759
17,20.761
18,20.707
19,20.592
20,20.401
21,20.221
