x1,y1
21,4.1598
20.779,4
20,3.5286
19.055,3
19,2.984
18,2.7822
17,2.617
16,2.5087
15,2.4813
14,2.5455
13,2.6855
12,2.8752
11.486,3
11,3.2724
10,3.8802
9.8332,4
9,4.8362
8.8656,5
8.2887,6
8,6.7074
7.9303,7
7.8929,8
8,8.5371
9,9
10,9
11,9
12,9
13,9
14,9
14,9
14.848,10
14.846,11
14.845,12
14,13
14,13
13,13
12,13
11,13
10,13
9,13
8.1132,14
8.1961,15
8.5938,16
9,16.779
9.1574,17
10,17.816
10.216,18
11,18.415
12,18.924
12.204,19
13,19.117
14,19.206
15,19.228
16,19.181
17,19.074
17.438,19
18,18.788
19,18.362
19.861,18
20,17.914
21,17.157
