x1,y1
21,2.2873
20.359,2
20,1.9195
19,1.7569
18,1.6657
17,1.6235
16,1.6331
15,1.6976
14,1.8148
13,1.9895
12.959,2
12,2.462
11,2.8576
10.662,3
10,3.524
9.4102,4
9,4.4539
8.5859,5
8,5.9611
7.9834,6
7.7492,7
7.7062,8
8,9
9,9
10,9
11,9
12,9
13,9
14,9
14,9
14.85,10
14.856,11
14.855,12
14,13
14,13
13,13
12,13
11,13
10,13
9.9619,14
10,14.229
10.179,15
10.791,16
11,16.2
12,16.976
12.045,17
13,17.278
14,17.417
15,17.394
16,17.231
16.911,17
17,16.967
18,16.455
18.86,16
19,15.907
20,15.141
20.112,15
20.812,14
21,13.758
