x1,y1
20,20.342
19,20.896
18,20.985
17,20.906
16,20.75
15,20.557
14,20.353
13,20.118
12.602,20
12,19.671
11,19.211
10.514,19
10,18.545
9.4238,18
9,17.435
8.7365,17
8.3122,16
8,15.034
7.9918,15
7.9432,14
8,13.801
9,13
10,13
11,13
12,13
13,13
14,13
14,13
14.547,12
14.584,11
14.635,10
14,9
14,9
13,9
12.991,8
13,7.9929
14,7.8081
15,7.726
16,7.9661
16.074,8
17,8.4959
17.714,9
18,9.2398
18.687,10
19,10.395
19.387,11
19.975,12
20,12.048
20.256,13
20.477,14
20.64,15
20.725,16
20.712,17
20.618,18
20.449,19
20.185,20
20,20.342
