x1,y1
19.194,1
19.594,2
19.924,3
20,3.2819
20.172,4
20.431,5
20.702,6
20.882,7
20.925,8
20.832,9
20.568,10
20.137,11
20,11.241
19.621,12
19,12.927
18.943,13
18,13.954
17.963,14
17,14.809
16.423,15
16,15.224
15,15.15
14.287,15
14,14.957
13,14.206
12,14.179
11,14.131
10,14.026
9.8327,14
10,13.986
11,13.899
12,13.835
13,13.838
14,13.288
15,13
16,13.13
16.098,13
16.941,12
16.944,11
16.944,10
16,9
16,9
15,9
14,9
13,9
12,9
11,9
10,9
9,9
8,9
7,9
6,9
5,9
5,9
4.6282,10
4.674,11
4.6507,12
4.9678,13
4.9877,14
4.6477,15
4,15.541
3.3887,16
3,16.302
2,16.767
1,16.915
