x1,y1
21,13.297
20.438,14
20,14.535
19.42,15
19,15.305
18,15.939
17.88,16
17,16.374
16,16.695
15,16.907
14,16.966
13,16.798
12,16.43
11.194,16
11,15.839
10.363,15
10,14.182
9.95,14
10,13.691
11,13
12,13
13,13
14,13
15,13
16,13
16,13
16.288,12
16.259,11
16.235,10
16,9
16,9
15,9
14,9
13,9
12,9
11,9
10,9
9,9
8,9
7.6038,8
7.6545,7
7.9093,6
8,5.7861
8.3928,5
9,4.0386
9.0289,4
9.9583,3
10,2.9636
11,2.2294
11.367,2
12,1.8485
13,1.6372
14,1.461
15,1.3415
16,1.2804
17,1.2765
18,1.3331
19,1.4398
20,1.5729
21,1.6844
