x1,y1
21,14.061
20.07,15
20,15.069
19,15.672
18.413,16
18,16.199
17,16.576
16,16.88
15.396,17
15,17.063
14,17.098
13,17.006
12.977,17
12,16.613
11,16.073
10.918,16
10.12,15
10,14.717
9.8259,14
10,13.134
11,13
12,13
13,13
14,13
15,13
16,13
16,13
16.005,12
16.004,11
16.003,10
16,9
16,9
15,9
14,9
13,9
12,9
11,9
10,9
9,8.7584
8.7847,8
8.9084,7
9,6.7548
9.3355,6
9.9642,5
10,4.9581
10.975,4
11,3.9802
12,3.3502
12.68,3
13,2.8691
14,2.5572
15,2.352
16,2.2726
17,2.3245
18,2.4683
19,2.6287
20,2.8439
20.743,3
21,3.0972
