x1,y1
21,19.116
20,19.332
19,19.63
18,19.935
17.661,20
17,20.043
16,20.07
15,20.054
14.181,20
14,19.959
13,19.604
12,19.162
11.705,19
11,18.538
10.322,18
10,17.682
9.4463,17
9,16.307
8.8403,16
8.5118,15
8.4078,14
9,13
10,13
11,13
12,13
13,13
14,13
15,13
16,13
16,13
16.391,12
16.421,11
16.454,10
16,9
16,9
15,9
14,9
13,9
12,9
11,9
10,9
9.7259,8
9.9384,7
10,6.8964
10.776,6
11,5.8093
12,5.2466
12.59,5
13,4.8979
14,4.7955
15,4.8248
16,4.9821
16.062,5
17,5.3203
18,5.7288
18.529,6
19,6.2835
20,6.913
20.093,7
21,7.9278
