x1,y1
18.958,1
19,1.0922
19.358,2
19.695,3
19.974,4
20,4.1034
20.208,5
20.436,6
20.594,7
20.63,8
20.526,9
20.272,10
20,10.775
19.92,11
19.444,12
19,12.665
18.722,13
18,13.876
17.918,14
17.173,15
17,15.256
16.264,16
16.488,17
16,17.428
15.988,17
15.983,16
15,15.055
14.368,15
14,14.95
13.854,15
13,15.172
12.031,16
12.018,17
12,17.652
11.252,17
11.58,16
11.133,15
11,14.769
10,14.024
9.8988,14
10,13.987
11,13.644
12,13.201
13,13.009
14,13.089
15,13
16,13.139
16.156,13
16.956,12
16.962,11
16.954,10
16,9
16,9
15,9
14,9
13,9
12,9
11,9
10,9
9,9
8,9
7,9
6,9
5,9
5,9
4.6256,10
4.6712,11
4.6489,12
4.9671,13
4.9869,14
4.6464,15
4,15.555
3.3987,16
3,16.316
2,16.78
1,16.923
