x1,y1
21,15.013
20,15.769
19.607,16
19,16.3
18,16.717
17.245,17
17,17.077
16,17.296
15,17.43
14,17.449
13,17.331
12,17.069
11.848,17
11,16.441
10.478,16
10,15.452
9.7373,15
9.4926,14
10,13
11,13
12,13
13,13
14,13
15,13
16,13
16,13
16.421,12
16.384,11
16.366,10
16,9
16,9
15,9
14,9
13,9
12,9
11,9
10,9
9,8.1297
8.9673,8
9,7.8002
9.1687,7
9.6402,6
10,5.4723
10.397,5
11,4.4215
11.557,4
12,3.7276
13,3.2305
13.561,3
14,2.8703
15,2.6863
16,2.6291
17,2.6947
18,2.8507
19,2.9972
19.014,3
20,3.4631
21,3.8341
