x1,y1
21,19.883
20.593,20
20,20.075
19,20.197
18,20.297
17,20.365
16,20.394
15,20.374
14,20.307
13,20.189
12,20.023
11.9,20
11,19.436
10.409,19
10,18.644
9.3957,18
9,17.498
8.6762,17
8.1899,16
8,15.424
7.8871,15
7.8263,14
8,13.365
9,13
10,13
11,13
12,13
13,13
14,13
15,13
16,13
16,13
16.402,12
16.431,11
16.463,10
16,9
16,9
15,9
14,9
13,9
12,9
11,9
10,8.6138
9.8945,8
10,7.5364
10.226,7
10.99,6
11,5.9912
12,5.4999
13,5.0982
13.564,5
14,4.9589
14.754,5
15,5.0182
16,5.2204
17,5.539
18,5.9525
18.084,6
19,6.5847
19.602,7
20,7.3094
20.621,8
21,8.4323
