x1,y1
21,13.958
20.959,14
20.051,15
20,15.053
19,15.707
18.518,16
18,16.274
17,16.691
16.097,17
16,17.028
15,17.188
14,17.22
13,17.118
12.534,17
12,16.779
11,16.214
10.754,16
10,15.111
9.9328,15
9.7036,14
10,13
11,13
12,13
13,13
14,13
15,13
16,13
16,13
16.436,12
16.401,11
16.37,10
16,9
16,9
15,9
14,9
13,9
12,9
11,9
10,9
9,9
8.0302,8
8.1385,7
8.4823,6
8.9898,5
9,4.9851
9.7816,4
10,3.7782
10.907,3
11,2.9334
12,2.3447
12.708,2
13,1.9413
14,1.7915
15,1.6938
16,1.6532
17,1.6648
18,1.7194
19,1.8025
20,1.9273
20.462,2
21,2.1822
