x1,y1
21,19.736
20.123,20
20,20.016
19,20.133
18,20.225
17,20.286
16,20.311
15,20.294
14,20.233
13,20.128
12.144,20
12,19.929
11,19.318
10.564,19
10,18.503
9.5245,18
9,17.334
8.7788,17
8.2975,16
8,15.098
7.9737,15
7.9117,14
8,13.666
9,13
10,13
11,13
12,13
13,13
14,13
15,13
16,13
16,13
16.257,12
16.281,11
16.309,10
16,9
16,9
15,9
14,9
13,9
12,9
11,9
10,8.0321
9.9952,8
10,7.9818
10.441,7
11,6.2648
11.311,6
12,5.6482
13,5.2927
14,5.1325
15,5.1886
16,5.3763
17,5.6848
17.734,6
18,6.138
19,6.754
19.345,7
20,7.5122
20.432,8
21,8.6788
