x1,y1
21,14.452
20.389,15
20,15.355
19,15.993
18.987,16
18,16.459
17,16.864
16.581,17
16,17.151
15,17.302
14,17.325
13,17.218
12.113,17
12,16.951
11,16.329
10.614,16
10,15.294
9.8268,15
9.5971,14
10,13
11,13
12,13
13,13
14,13
15,13
16,13
16,13
16.433,12
16.398,11
16.367,10
16,9
16,9
15,9
14,9
13,9
12,9
11,9
10,9
9,9
8.529,8
8.6473,7
9,6.0381
9.0175,6
9.6609,5
10,4.5875
10.592,4
11,3.6729
12,3.0094
12.018,3
13,2.5713
14,2.2163
14.9,2
15,1.9917
16,1.9589
17,1.9762
17.342,2
18,2.1171
19,2.3687
20,2.6521
21,2.8839
