x1,y1
18.643,1
19,1.6704
19.189,2
19.654,3
19.996,4
20,4.0205
20.168,5
20.342,6
20.486,7
20.544,8
20.489,9
20.308,10
20,10.956
19.982,11
19.485,12
19,12.735
18.783,13
18,13.881
17.89,14
17.016,15
17,15.025
16.523,16
16.715,17
16.673,18
16,18.573
15.969,18
15.913,17
15,16.019
14.968,16
14,15.431
13.026,16
13,16.016
12.15,17
12.057,18
12.03,19
12,19.119
11.74,19
11,18.415
10.53,18
10.403,17
11,16.057
11.071,16
11.23,15
11,14.469
10.063,15
10,15.033
9,15.316
8,15.39
7,15.27
6.5551,15
6,14.406
5.8755,14
6,13.893
7,13.687
8,13.736
9,13.758
10,13.801
11,13.872
12,13.439
13,13.089
14,13
15,13
15,13
15.967,12
15.973,11
15.972,10
15,9
15,9
14,9
13,9
12,9
11,9
10,9
9,9
8,9
7,9
6,9
5,9
4,9
4,9
3.6597,10
3.561,11
3.3766,12
3.6882,13
3.5849,14
3,14.726
2.6439,15
2,15.678
1,15.976
