x1,y1
21,14.666
20.638,15
20,15.593
19.39,16
19,16.236
18,16.748
17.434,17
17,17.162
16,17.428
15,17.591
14,17.629
13,17.503
12,17.23
11.451,17
11,16.703
10.11,16
10,15.874
9.5194,15
9.2592,14
10,13
11,13
12,13
13,13
14,13
15,13
16,13
16,13
16.857,12
16.857,11
16.857,10
16,9
16,9
15,9
14,9
13,9
12,9
11,9
10,9
9,9
8,9
7.6721,8
7.7508,7
8,6.1445
8.0513,6
8.579,5
9,4.3575
9.281,4
10,3.245
10.284,3
11,2.4663
11.735,2
12,1.9141
13,1.6637
14,1.4761
15,1.3563
16,1.3129
17,1.3411
18,1.4281
19,1.5462
20,1.7002
21,1.8551
