x1,y1
10.215,1
10.995,2
11,2.0041
12,2.3796
12.141,3
12.107,4
12.542,5
13,5.6208
13.558,6
14,6.4732
14.974,6
15,5.9871
15.899,5
15.956,4
15.907,3
16,2.1358
16.832,3
17,3.8249
17.045,4
17,4.1428
16.81,5
16.852,6
17,6.892
17.077,7
17.462,8
17.391,9
17,9.6238
16.946,10
16.837,11
16.784,12
16.347,13
16,13.647
15.821,13
15.985,12
15.987,11
15.981,10
15,9
15,9
14,9
13,9
12,9
11,9
10,9
9,9
8,9
7,9
6,9
5,9
4,9
4,9
3.6597,10
3.5574,11
3.3682,12
3.6277,13
3.314,14
3,14.447
2.5068,15
2,15.756
1.5127,16
1,16.438
