x1,y1
21,14.442
20.423,15
20,15.406
19.123,16
19,16.077
18,16.582
17.069,17
17,17.027
16,17.294
15,17.456
14,17.487
13,17.367
12,17.111
11.744,17
11,16.522
10.358,16
10,15.593
9.6617,15
9.4233,14
10,13
11,13
12,13
13,13
14,13
15,13
16,13
16,13
16.686,12
16.686,11
16.686,10
16,9
16,9
15,9
14,9
13,9
12,9
11,9
10,9
9,9
8,8.7221
7.7921,8
7.8739,7
8,6.5777
8.205,6
8.7205,5
9,4.5779
9.4543,4
10,3.4326
10.502,3
11,2.6319
12,2.0042
12.008,2
13,1.7687
14,1.5935
15,1.4805
16,1.4367
17,1.4582
18,1.5331
19,1.6377
20,1.7804
21,1.9254
