x1,y1
21,13.576
20.64,14
20,14.765
19.705,15
19,15.496
18.212,16
18,16.12
17,16.54
16,16.872
15.41,17
15,17.073
14,17.114
13,17.012
12.957,17
12,16.602
11,16.078
10.911,16
10.114,15
10,14.733
9.822,14
10,13.084
11,13
12,13
13,13
14,13
15,13
16,13
16,13
16.437,12
16.402,11
16.371,10
16,9
16,9
15,9
14,9
13,9
12,9
11,9
10,9
9,9
8,9
7.5063,8
7.5587,7
7.8162,6
8,5.5602
8.2784,5
8.9116,4
9,3.8887
9.8278,3
10,2.846
11,2.09
11.143,2
12,1.7736
13,1.5399
14,1.3544
15,1.2315
16,1.1689
17,1.1679
18,1.231
19,1.3471
20,1.4907
21,1.6159
