x1,y1
21,15.091
20,15.711
19.489,16
19,16.223
18,16.6
17,16.961
16.871,17
16,17.181
15,17.281
14,17.283
13,17.144
12.436,17
12,16.792
11,16.203
10.745,16
10,15.169
9.8981,15
9.6798,14
10,13
11,13
12,13
13,13
14,13
15,13
16,13
16,13
16.686,12
16.686,11
16.686,10
16,9
16,9
15,9
14,9
13,9
12,9
11,9
10,9
9,8.5454
8.8626,8
9,7.1169
9.0261,7
9.5249,6
10,5.2858
10.24,5
11,4.239
11.298,4
12,3.5387
12.953,3
13,2.9783
14,2.6451
15,2.4225
16,2.3599
17,2.4588
18,2.6725
19,2.9052
19.473,3
20,3.2318
21,3.6742
