x1,y1
18.659,1
19,1.6318
19.213,2
19.686,3
20,3.8811
20.034,4
20.207,5
20.409,6
20.579,7
20.659,8
20.623,9
20.452,10
20.152,11
20,11.408
19.712,12
19.139,13
19,13.201
18.351,14
18,14.394
17.271,15
17,15.204
16.098,16
16,16.098
15.459,17
15,17.288
14,17.273
13,17.216
12,17.05
11.905,17
11.597,16
11.481,15
11,14.928
10.824,15
10,15.291
9,15.476
8,15.495
7,15.318
6.4746,15
6,14.484
5.8497,14
6,13.874
7,13.664
8,13.69
9,13.701
10,13.734
11,13.772
12,13.706
13,13.91
14,13.346
15,13.424
15.289,13
15.969,12
15.973,11
15.969,10
15,9
15,9
14,9
13,9
12,9
11,9
10,9
9,9
8,9
7,9
6,9
5,9
4,9
4,9
3.6597,10
3.5596,11
3.3747,12
3.6913,13
3.5938,14
3,14.685
2.5672,15
2,15.542
1,15.861
