x1,y1
21,11.784
20.862,12
20.272,13
20,13.427
19.36,14
19,14.298
18.048,15
18,15.031
17,15.514
16,15.899
15.57,16
15,16.107
14,16.127
13,16.017
12.951,16
12,15.535
11.375,15
11,14.426
10.838,14
11,13
12,13
13,13
14,13
15,13
15,13
15.464,12
15.426,11
15.391,10
15,9
15,9
14,9
13,9
12,9
11,9
10,9
9,9
8,8.0509
7.9851,8
8,7.7386
8.0554,7
8.3745,6
8.8568,5
9,4.7852
9.5965,4
10,3.6125
10.72,3
11,2.8396
12,2.3346
12.732,2
13,1.9639
14,1.8497
15,1.7617
16,1.7106
17,1.7002
18,1.7347
19,1.8101
20,1.9204
20.608,2
21,2.1048
