0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.39999,0.39999,0.39999,0.39999,0.39999,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.39999,0.39999,0.39999,0.4
0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.39999,0.39999,0.39999,0.39999,0.39998,0.39999,0.39999,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.39999,0.39998,0.39997,0.39997,0.39996
0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.39999,0.39999,0.4,0.39999,0.39998,0.39998,0.39998,0.39999,0.39999,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.39999,0.39999,0.39997,0.39993,0.39989,0.39987
0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.39999,0.4,0.4,0.39997,0.39994,0.39996,0.39998,0.39998,0.39999,0.39999,0.39999,0.39999,0.39999,0.39999,0.39999,0.39999,0.39999,0.39999,0.39998,0.39995,0.39986,0.39974,0.39971
0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.39999,0.39993,0.39979,0.39968,0.39978,0.39998,0.39999,0.39999,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.39999,0.39997,0.39985,0.39955,0.39948
0.4,0.4,0.4,0.4,0.4,0.4,0.39999,0.4,0.39999,0.39989,0.39956,0.39897,0.39838,0.39896,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.39941,0.3992
0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.39999,0.3999,0.39944,0.39805,0.39507,0.39099,0.39524,0.53333,0.53333,0.53333,0.53333,0.53333,0.53333,0.53333,0.53333,0.53333,0.53333,0.53333,0.53333,0.53333,0.53333,0.53333,0.4,0.3989
0.4,0.4,0.4,0.4,0.4,0.4,0.39999,0.3999,0.39943,0.39776,0.3923,0.38057,0.36447,0.36864,0.53333,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.53333,0.4,0.39882
0.4,0.4,0.4,0.4,0.4,0.4,0.39992,0.39951,0.39801,0.39279,0.37792,0.35115,0.32046,0.31999,0.53333,0.53333,0.53333,0.53333,0.53333,0.53333,0.53333,0.53333,0.53333,0.53333,0.53333,0.53333,0.53333,0.53333,0.53333,0.4,0.3989
0.4,0.4,0.4,0.4,0.4,0.39994,0.39964,0.39846,0.39437,0.38156,0.3538,0.31279,0.27225,0.26667,0.26667,0.26667,0.30833,0.35039,0.38059,0.39592,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.39941,0.3992
0.4,0.4,0.4,0.4,0.39997,0.39978,0.39895,0.39599,0.3861,0.36152,0.32121,0.27172,0.22035,0.17705,0.16712,0.20529,0.25569,0.3063,0.34945,0.37976,0.39406,0.39845,0.39966,0.39995,0.4,0.4,0.39999,0.39997,0.39985,0.39956,0.39948
0.4,0.4,0.4,0.4,0.3999,0.39941,0.39755,0.39086,0.37096,0.33343,0.28408,0.23063,0.17781,0.13335,0.12452,0.16306,0.21389,0.26716,0.31786,0.36055,0.38668,0.39641,0.3991,0.3998,0.39998,0.39999,0.39998,0.39995,0.39986,0.39974,0.39971
0.4,0.4,0.4,0.39997,0.39974,0.39876,0.39513,0.38212,0.34949,0.30084,0.24656,0.19154,0.13849,0.093953,0.08471,0.1234,0.17457,0.22896,0.2836,0.33508,0.37425,0.39274,0.39816,0.39959,0.39994,0.4,0.39998,0.39997,0.39993,0.39989,0.39987
0.4,0.4,0.4,0.39992,0.39952,0.39785,0.39154,0.37002,0.32446,0.26809,0.21083,0.15469,0.10105,0.05569,0.045503,0.084747,0.13701,0.19285,0.25021,0.3075,0.35793,0.38736,0.3969,0.39928,0.39987,0.39999,0.39999,0.39998,0.39997,0.39997,0.39996
0.4,0.4,0.39999,0.39987,0.39927,0.39682,0.38708,0.35601,0.30012,0.238,0.17798,0.12006,0.06472,0.017552,0.0065451,0.047122,0.10162,0.15955,0.21865,0.28022,0.34061,0.38121,0.39545,0.39892,0.39979,0.39998,0.4,0.39999,0.39999,0.39999,0.4
0.4,0.4,0.39998,0.39983,0.39907,0.39598,0.38339,0.34512,0.2831,0.21766,0.15287,0.089377,0.029129,-0.021094,-0.032328,0.01153,0.06972,0.13251,0.19699,0.26227,0.32797,0.37616,0.39419,0.39862,0.39972,0.39996,0.4,0.4,0.4,0.4,0.4
0.4,0.4,0.39998,0.39981,0.399,0.39568,0.38209,0.3414,0.27725,0.21059,0.14392,0.077255,0.010588,-0.056078,-0.077255,-0.010588,0.056078,0.12275,0.18941,0.25608,0.32275,0.37405,0.39367,0.3985,0.39969,0.39996,0.4,0.4,0.4,0.4,0.4
0.4,0.4,0.39998,0.39983,0.39907,0.39598,0.38338,0.3451,0.2831,0.21766,0.15287,0.089377,0.029129,-0.021122,-0.032348,0.01153,0.06972,0.13251,0.19699,0.26227,0.32797,0.37615,0.39419,0.39862,0.39972,0.39996,0.4,0.4,0.4,0.4,0.4
0.4,0.4,0.39999,0.39987,0.39927,0.39681,0.38703,0.35588,0.30012,0.238,0.17798,0.12005,0.064694,0.017455,0.0064813,0.047177,0.10167,0.15951,0.21865,0.28022,0.34053,0.38118,0.39544,0.39892,0.39979,0.39998,0.4,0.4,0.4,0.4,0.4
0.4,0.4,0.4,0.39992,0.39952,0.39785,0.39151,0.36997,0.32461,0.26796,0.21031,0.1544,0.10115,0.055995,0.045813,0.085064,0.13708,0.19242,0.24945,0.30698,0.35786,0.38738,0.39691,0.39928,0.39987,0.39999,0.4,0.4,0.4,0.4,0.4
0.4,0.4,0.4,0.39997,0.39974,0.39877,0.39517,0.38243,0.35052,0.30176,0.24671,0.19144,0.1386,0.09443,0.085141,0.12347,0.17455,0.22904,0.28381,0.33547,0.37443,0.39279,0.39817,0.39959,0.39994,0.4,0.4,0.4,0.4,0.4,0.4
0.4,0.4,0.4,0.4,0.39989,0.39938,0.39741,0.39036,0.37004,0.33276,0.284,0.23081,0.17819,0.13404,0.12533,0.16355,0.21433,0.26742,0.3178,0.35968,0.38589,0.39617,0.39904,0.3998,0.39998,0.4,0.4,0.4,0.4,0.4,0.4
0.4,0.4,0.4,0.4,0.39996,0.3997,0.39862,0.39483,0.38306,0.35748,0.31866,0.27139,0.22146,0.17805,0.16916,0.20694,0.25596,0.30467,0.34681,0.37693,0.39264,0.398,0.39952,0.39992,0.4,0.4,0.4,0.4,0.4,0.4,0.4
