x1,y1
19.491,1
19,1.6741
18.766,2
18,2.718
17.722,3
17,3.6884
16.692,4
16,4.7282
15.737,5
15,5.9234
14.929,6
14.168,7
14,7.3154
13.503,8
13.07,9
13,9.2365
12.567,10
12.235,11
12.02,12
13,13
14,13
15,13
16,13
17,13
18,13
19,13
19,13
19,14
19,15
19,16
19,17
19,18
19,19
20,19.492
21,19.46
22,19.237
22.644,19
23,18.835
24,18.229
24.298,18
25,17.38
25.345,17
26,16.195
26.126,16
26.691,15
27,14.421
27.171,14
27.532,13
27.87,12
28,11.565
28.127,11
28.303,10
28.425,9
28.481,8
28.481,7
28.451,6
28.37,5
28.23,4
28.039,3
28,2.8503
27.706,2
27.392,1
