x1,y1
28.831,3
28,2.7713
27,2.8197
26,2.9772
25.904,3
25,3.1985
24,3.4761
23,3.82
22.568,4
22,4.2184
21,4.6574
20.366,5
20,5.21
19,5.8487
18.799,6
18,6.6535
17.623,7
17,7.6381
16.678,8
16,8.8864
15.919,9
15.374,10
15,10.999
15,11
14.873,12
15,12.7
16,13
17,13
18,13
19,13
19,13
19,14
19,15
19,16
19,17
19,18
19,19
19.584,20
20,20.131
21,20.106
21.541,20
22,19.889
23,19.5
23.998,19
24,18.999
25,18.253
25.275,18
26,17.277
26.224,17
26.991,16
27,15.988
27.547,15
28,14.206
28.095,14
28.505,13
28.909,12
29,11.751
29.185,11
29.39,10
29.552,9
29.653,8
29.663,7
29.64,6
29.547,5
29.337,4
29,3.082
28.831,3
