x1,y1
19.832,1
19,1.6444
18.555,2
18,2.5231
17.548,3
17,3.6548
16.747,4
16.091,5
16,5.1622
15.593,6
15.178,7
15,7.5305
14.871,8
14.675,9
14.567,10
14.562,11
14.707,12
15,12.545
16,13
17,13
18,13
19,13
19,13
19,14
19,15
19.521,16
20,16.201
21,16.364
22,16.343
23,16.142
23.403,16
24,15.722
25,15.124
25.156,15
26,14.279
26.256,14
27,13.156
27.109,13
27.747,12
28,11.59
28.288,11
28.73,10
29,9.2943
29.079,9
29.239,8
29.343,7
29.279,6
29.098,5
29,4.6572
28.732,4
28.282,3
28,2.452
27.693,2
27,1.109
26.897,1
