x1,y1
31,22.916
30.895,22
30.73,21
30.533,20
30.296,19
30.026,18
30,17.916
29.572,17
29.112,16
29,15.775
28.512,15
28,14.217
27.829,14
27,13.001
26.999,13
26,12.113
25.852,12
25,11.423
24.277,11
24,10.858
23,10.46
22,10.153
21.165,10
21,9.9759
20,9.974
19.839,10
19,10.234
18,10.838
17.814,11
17.26,12
18,13
19,13
19,13
19,14
19,15
19,16
19,17
19,18
19,19
19,19
18,19
17,19
16,19
15,19
14,19
13,19.27
12.824,20
12.867,21
13,21.581
13.122,22
13.577,23
14,23.731
14.178,24
14.983,25
15,25.017
16,25.966
16.036,26
17,26.727
17.355,27
18,27.395
18.978,28
19,28.012
20,28.461
21,28.916
21.191,29
22,29.248
23,29.506
24,29.732
25,29.935
25.393,30
26,30.089
27,30.182
28,30.216
29,30.164
29.771,30
30,29.912
30.577,29
30.816,28
30.961,27
31,26.494
