x1,y1
31,6.5464
30.886,6
30.583,5
30.179,4
30,3.65
29.487,3
29,2.4231
28.407,2
28,1.7357
27,1.4352
26,1.4314
25,1.6404
24,1.9734
23.934,2
23,2.4379
22,2.988
21.981,3
21,3.6963
20.629,4
20,4.5877
19.619,5
19,5.7842
18.856,6
18.295,7
18,7.6674
17.877,8
17.608,9
17.454,10
17.441,11
17.616,12
18,12.566
19,13
19,13
20,13.856
20.2,14
21,14.273
22,14.778
22.464,15
23,15.147
24,15.262
25,15.186
25.66,15
26,14.843
27,14.206
27.249,14
28,13.31
28.275,13
29,12.145
29.097,12
29.704,11
30,10.511
30.223,10
30.587,9
30.899,8
31,7.4785
