x1,y1
25.38,31
25.91,30
26,29.832
26.39,29
26.828,28
27,27.578
27.198,27
27.495,26
27.76,25
27.989,24
28,23.94
28.134,23
28.223,22
28.256,21
28.225,20
28.12,19
28,18.339
27.917,18
27.575,17
27.149,16
27,15.705
26.54,15
26,14.247
25.77,14
25,13.246
24.68,13
24,12.537
23.052,12
23,11.976
22,11.646
21,11.435
20,11.42
19,11.673
18.555,12
19,13
20,13
20,13
20.76,14
20.706,15
20.665,16
20.641,17
20.627,18
20,19
20,19
19,19
18,19
17,19
16,19
15,19
14,19
13,19
12,19
11,19
10,19
9,19
8,19
7,19
6,19
5,19
4,19
3,19
2,19.634
1.8942,20
1.823,21
1.8296,22
1.8825,23
1.9705,24
2,24.241
2.1231,25
2.3228,26
2.5566,27
2.8231,28
3,28.587
3.1308,29
3.4916,30
3.8412,31
