x1,y1
15.471,1
15,1.3632
14.154,2
14,2.1196
13,2.9406
12.937,3
12,3.9689
11.972,4
11.161,5
11,5.2191
10.478,6
10,6.7966
9.8879,7
9.4451,8
9.0741,9
9,9.2725
8.8278,10
8.6965,11
8.6887,12
9,13
10,13
11,13
12,13
13,13
14,13
15,13
16,13
17,13
18,13
19,13
20,13
21,13
21,13
21.827,14
21.827,15
21.827,16
21.827,17
21.827,18
21,19
21,19
20,19
19,19
18,19
17,19
16,19
15.119,20
15.351,21
15.853,22
16,22.182
16.797,23
17,23.133
18,23.648
18.988,24
19,24.003
20,24.1
21,24.081
21.695,24
22,23.952
23,23.684
24,23.344
24.862,23
25,22.932
26,22.345
26.535,22
27,21.654
27.791,21
28,20.809
28.721,20
29,19.663
29.488,19
30,18.251
30.128,18
30.565,17
30.953,16
31,15.865
