x1,y1
22.099,1
22,1.0362
21,1.3602
20,1.723
19.36,2
19,2.1669
18,2.6322
17.287,3
17,3.1966
16,3.8754
15.828,4
15,4.6913
14.64,5
14,5.6374
13.653,6
13,6.7883
12.838,7
12.211,8
12,8.4037
11.734,9
11.405,10
11.195,11
11.174,12
12,13
13,13
14,13
15,13
16,13
17,13
18,13
19,13
20,13
20,13
20.388,14
20.391,15
20.393,16
20.396,17
20.403,18
20,19
20,19
19,19
18,19
17,19
16.576,20
16.902,21
17,21.13
17.856,22
18,22.085
19,22.491
20,22.686
21,22.686
22,22.539
23,22.286
23.842,22
24,21.932
25,21.401
25.667,21
26,20.765
26.969,20
27,19.972
27.901,19
28,18.885
28.632,18
29,17.447
29.249,17
29.76,16
30,15.498
30.157,15
30.433,14
30.678,13
30.891,12
31,11.374
