x1,y1
26.168,31
26.584,30
27,29.067
27.027,29
27.353,28
27.658,27
27.935,26
28,25.719
28.136,25
28.284,24
28.394,23
28.459,22
28.472,21
28.426,20
28.312,19
28.125,18
28,17.528
27.81,17
27.368,16
27,15.273
26.815,15
26.059,14
26,13.933
25.022,13
25,12.982
24,12.339
23.395,12
23,11.827
22,11.503
21,11.288
20,11.262
19,11.585
18.486,12
19,13
19,13
19.839,14
19.804,15
19.773,16
19.75,17
19.734,18
19,19
19,19
18,19
17,19
16,19
15,19
14,19
13,19
12,19
11,19
10,19
9,19
8,19
7,19
6,19
5,19
4,19
3,19.901
2.9748,20
2.8934,21
2.9024,22
2.965,23
3,23.341
3.0785,24
3.2326,25
3.4194,26
3.6419,27
3.9039,28
4,28.314
4.2493,29
4.6391,30
5,30.891
5.0431,31
