x1,y1
24.418,31
24.953,30
25,29.918
25.544,29
26,28.097
26.048,28
26.504,27
26.886,26
27,25.642
27.213,25
27.494,24
27.718,23
27.873,22
27.948,21
27.932,20
27.838,19
27.637,18
27.313,17
27,16.177
26.897,16
26.28,15
26,14.548
25.369,14
25,13.683
24.992,14
24.972,15
24.957,16
24.937,17
24.91,18
24,19
24,19
23,19
22,19
21,19
20,19
19,19
18,19
17,19
16,19
15,19
14,19
13,19
12,19
11,19
10,19
9,19
8,19
7,19
7,19
6.2875,18
6.2593,17
6.1971,16
6.0224,15
6,14.941
5,14.179
4.6542,14
4,13.729
3,13.498
2,13.403
1,13.391
