x1,y1
31,4.9561
30,4.2741
29.546,4
29,3.7033
28,3.1956
27.579,3
27,2.7673
26,2.3958
25,2.0452
24.846,2
24,1.8524
23,1.7161
22,1.6236
21,1.5818
20,1.5954
19,1.6645
18,1.7826
17,1.9377
16.672,2
16,2.2641
15,2.7226
14.425,3
14,3.2694
13,3.9558
12.943,4
12,4.8755
11.876,5
11.048,6
11,6.0707
10.452,7
10,7.8557
9.9396,8
9.6055,9
9.3474,10
9.2041,11
9.1894,12
10,13
11,13
12,13
13,13
14,13
15,13
16,13
17,13
18,13
19,13
20,13
21,13
22,13
22,13
22.687,14
22.687,15
22.683,16
22.679,17
22.677,18
22,19
22,19
21,19
20,19
19,19
18,19
17,19
16,19
15,19
14,19
13,19
12,19
11,19
10,19
9,19
8.5889,20
8.5685,21
8.6799,22
8.8821,23
9,23.426
9.2195,24
9.6927,25
10,25.598
10.257,26
10.968,27
11,27.036
11.941,28
12,28.052
13,28.857
13.189,29
14,29.451
14.907,30
15,30.027
16,30.268
17,30.494
18,30.69
19,30.841
20,30.935
21,30.964
22,30.931
23,30.841
24,30.702
25,30.521
26,30.308
27,30.068
27.242,30
28,29.661
29,29.205
29.417,29
30,28.673
31,28.059
