x1,y1
15.089,1
15,1.0722
14,1.8
13.754,2
13,2.6165
12.57,3
12,3.5899
11.624,4
11,4.7518
10.808,5
10.128,6
10,6.2127
9.5795,7
9.1171,8
9,8.311
8.7756,9
8.5432,10
8.41,11
8.4067,12
9,13
10,13
11,13
12,13
13,13
14,13
15,13
16,13
17,13
18,13
19,13
20,13
21,13
22,13
22,13
22.213,14
22.216,15
22.218,16
22.22,17
22.222,18
22,19
22,19
21,19
20,19
19,19
18,19
17,19
16,19
15,19
14.865,20
15,20.918
15.018,21
15.541,22
16,22.589
16.379,23
17,23.425
18,23.998
18.006,24
19,24.229
20,24.333
21,24.314
22,24.192
22.946,24
23,23.986
24,23.617
25,23.197
25.398,23
26,22.644
27,22.006
27.008,22
28,21.158
28.159,21
29,20.078
29.065,20
29.814,19
30,18.731
30.371,18
30.823,17
31,16.591
