x1,y1
31,4.2805
30.143,4
30,3.9647
29,3.7518
28,3.6064
27,3.5159
26,3.4868
25,3.5274
24,3.6327
23,3.7889
22,3.9856
21.945,4
21,4.3667
20,4.7433
19.363,5
19,5.2211
18,5.8181
17.695,6
17,6.5575
16.415,7
16,7.4148
15.429,8
15,8.561
14.7,9
14.18,10
14,10.523
13.874,11
13.814,12
14,12.767
15,13
16,13
17,13
18,13
19,13
19,13
19,14
19,15
19,16
19,17
19,18
19,19
19,19
18,19
17,19
16,19
15.143,20
15.342,21
15.798,22
16,22.295
16.603,23
17,23.306
18,23.909
18.228,24
19,24.196
20,24.33
21,24.339
22,24.238
23,24.053
23.198,24
24,23.732
25,23.333
25.733,23
26,22.861
27,22.26
27.378,22
28,21.541
28.653,21
29,20.697
29.719,20
30,19.723
30.525,19
31,18.444
