x1,y1
31,7.4183
30.46,7
30,6.5999
29.15,6
29,5.9015
28,5.3169
27.412,5
27,4.8066
26,4.3882
25.003,4
25,3.9991
24,3.7302
23,3.5102
22,3.3531
21,3.273
20,3.281
19,3.3819
18,3.5743
17,3.8492
16.566,4
16,4.2586
15,4.8017
14.673,5
14,5.5382
13.484,6
13,6.5323
12.629,7
12,7.9437
11.969,8
11.538,9
11.202,10
11,10.999
11,11
10.957,12
11,13
12,13
13,13
14,13
15,13
16,13
17,13
18,13
19,13
20,13
21,13
21,13
21.827,14
21.827,15
21.827,16
21.827,17
21.827,18
21,19
21,19
20,19
19,19
18,19
17,19
16,19
15,19
14,19
13,19
12,19
11,19
10,19
9,19.799
8.9676,20
8.9536,21
9,21.424
9.0933,22
9.3816,23
9.7374,24
10,24.628
10.202,25
10.811,26
11,26.274
11.582,27
12,27.452
12.558,28
13,28.364
13.79,29
14,29.11
15,29.63
15.636,30
16,30.111
17,30.354
18,30.577
19,30.77
20,30.926
20.729,31
