x1,y1
31,8.0933
30.889,8
30,7.1456
29.808,7
29,6.4286
28.349,6
28,5.788
27,5.253
26.477,5
26,4.798
25,4.4298
24,4.1087
23.572,4
23,3.8757
22,3.725
21,3.6474
20,3.6535
19,3.7496
18,3.9347
17.753,4
17,4.2563
16,4.6909
15.387,5
15,5.2592
14.021,6
14,6.0195
13.079,7
13,7.1056
12.415,8
12,8.7718
11.901,9
11.58,10
11.369,11
11.299,12
12,13
13,13
14,13
15,13
16,13
17,13
18,13
19,13
20,13
21,13
22,13
22,13
22.559,14
22.559,15
22.56,16
22.56,17
22.556,18
22,19
22,19
21,19
20,19
19,19
18,19
17,19
16,19
15,19
14,19
13,19
12,19
11,19
10,19
9,19
8.3153,20
8.2889,21
8.4225,22
8.6562,23
8.9519,24
9,24.123
9.4411,25
9.9567,26
10,26.069
10.687,27
11,27.39
11.55,28
12,28.446
12.602,29
13,29.265
13.982,30
14,30.008
15,30.35
16,30.693
16.89,31
