x1,y1
31,15.948
30.615,15
30.177,14
30,13.644
29.542,13
29,12.278
28.764,12
28,11.161
27.823,11
27,10.327
26.554,10
26,9.6508
25,9.0732
24.848,9
24,8.671
23,8.3447
22,8.0923
21.345,8
21,7.9641
20,7.9634
19.647,8
19,8.1068
18,8.4648
17,8.9733
16.96,9
16,9.9879
15.99,10
15.504,11
15.273,12
16,13
17,13
18,13
19,13
20,13
21,13
21,13
21.322,14
21.316,15
21.311,16
21.31,17
21.309,18
21,19
21,19
20,19
19,19
18,19
17,19
16,19
15,19
14,19
13,19
12,19
11,19
10,19.536
9.906,20
9.9056,21
10,21.679
10.06,22
10.381,23
10.778,24
11,24.447
11.324,25
11.977,26
12,26.029
12.847,27
13,27.151
13.89,28
14,28.089
15,28.89
15.134,29
16,29.493
16.797,30
17,30.108
18,30.557
19,30.982
19.041,31
