x1,y1
31,10.107
30.88,10
30,9.0863
29.892,9
29,8.3259
28.539,8
28,7.6509
27,7.0562
26.891,7
26,6.6008
25,6.1841
24.486,6
24,5.8593
23,5.6265
22,5.4556
21,5.3677
20,5.3787
19,5.496
18,5.7169
17.079,6
17,6.0353
16,6.6172
15.428,7
15,7.3933
14.432,8
14,8.6058
13.769,9
13.324,10
13.035,11
13,11.381
12.96,12
13,13
14,13
15,13
16,13
17,13
18,13
19,13
19,13
19.911,14
19.911,15
19.911,16
19.911,17
19.911,18
19,19
19,19
18,19
17,19
16,19
15,19
14,19
13,19
12,19
11.621,20
11.636,21
11.822,22
12,22.578
12.17,23
12.689,24
13,24.503
13.357,25
14,25.771
14.209,26
15,26.705
15.34,27
16,27.411
16.876,28
17,28.06
18,28.492
19,28.99
19.024,29
20,29.201
21,29.385
22,29.536
23,29.636
24,29.668
25,29.629
26,29.525
27,29.369
28,29.176
28.787,29
29,28.923
30,28.502
31,28.128
