x1,y1
31,10.248
30.662,10
30,9.4697
29.295,9
29,8.8319
28,8.3236
27.331,8
27,7.8765
26,7.5613
25,7.2845
24,7.063
23.545,7
23,6.9548
22,6.9378
21,6.9912
20.935,7
20,7.2165
19,7.5572
18,7.9433
17.888,8
17,8.6943
16.667,9
16,9.8627
15.912,10
15.526,11
15.405,12
16,13
17,13
18,13
19,13
19,13
19,14
19,15
19,16
19,17
19,18
19,19
19,19
18,19
17,19
16,19
15.405,20
15.536,21
15.933,22
16,22.104
16.668,23
17,23.331
17.693,24
18,24.208
19,24.893
19.167,25
20,25.333
21,25.709
21.883,26
22,26.023
23,26.142
24,26.196
25,26.182
26,26.105
26.771,26
27,25.949
28,25.66
29,25.343
29.949,25
30,24.974
31,24.437
