x1,y1
31,10.814
30.144,10
30,9.8539
29,9.0664
28.907,9
28,8.407
27.33,8
27,7.823
26,7.3499
25.204,7
25,6.9276
24,6.6341
23,6.3864
22,6.2045
21,6.1131
20,6.1306
19,6.2676
18,6.5284
17,6.8891
16.756,7
16,7.5321
15.419,8
15,8.4751
14.615,9
14.051,10
14,10.155
13.793,11
13.722,12
14,13
15,13
16,13
17,13
18,13
19,13
19,13
19,14
19,15
19,16
19,17
19,18
19,19
19,19
18,19
17,19
16,19
15,19
14,19
13,19.463
12.876,20
12.914,21
13,21.393
13.178,22
13.627,23
14,23.661
14.225,24
15,24.975
15.022,25
16,25.889
16.125,26
17,26.568
17.612,27
18,27.183
19,27.629
19.788,28
20,28.066
21,28.308
22,28.517
23,28.672
24,28.749
25,28.739
26,28.649
27,28.495
28,28.293
29,28.061
29.205,28
30,27.675
31,27.313
