x1,y1
16.468,1
16,1.3603
15.159,2
15,2.115
14,2.9336
13.929,3
13,3.931
12.936,4
12.088,5
12,5.1151
11.376,6
11,6.6016
10.767,7
10.288,8
10,8.7291
9.8981,9
9.6387,10
9.489,11
9.4603,12
10,13
11,13
12,13
13,13
14,13
15,13
16,13
17,13
18,13
19,13
20,13
21,13
21,13
21.307,14
21.31,15
21.314,16
21.317,17
21.323,18
21,19
21,19
20,19
19,19
18,19
17,19
16,19
15.936,20
16,20.307
16.21,21
16.897,22
17,22.09
18,22.777
18.458,23
19,23.152
20,23.283
21,23.273
22,23.146
22.666,23
23,22.903
24,22.513
25,22.07
25.125,22
26,21.43
26.601,21
27,20.673
27.715,20
28,19.705
28.551,19
29,18.377
29.239,18
29.803,17
30,16.605
30.216,16
30.512,15
30.752,14
30.932,13
31,12.428
