x1,y1
14.137,1
14,1.1317
13.028,2
13,2.0245
12,2.9842
11.985,3
11.128,4
11,4.1635
10.391,5
10,5.5986
9.7533,6
9.2344,7
9,7.5256
8.7998,8
8.4791,9
8.249,10
8.1179,11
8.0974,12
9,13
10,13
11,13
12,13
13,13
14,13
15,13
16,13
17,13
18,13
19,13
20,13
21,13
22,13
22,13
22.211,14
22.214,15
22.217,16
22.22,17
22.223,18
22,19
22,19
21,19
20,19
19,19
18,19
17,19
16,19
15.086,20
15.335,21
15.844,22
16,22.192
16.813,23
17,23.121
18,23.605
19,23.939
19.449,24
20,24.043
21,24.012
21.093,24
22,23.845
23,23.578
24,23.24
24.594,23
25,22.798
26,22.222
26.341,22
27,21.505
27.603,21
28,20.632
28.553,20
29,19.454
29.331,19
30,18.007
30.004,18
30.436,17
30.818,16
31,15.463
