x1,y1
1,14.348
2,14.628
3,14.548
3.6193,14
4,13.524
5,13
5,13
6,13
7,13
8,13
9,13
10,13
11,13
12,13
13,13
14,13
15,13
16,13
17,13
18,13
19,13
20,13
21,13
22,13
22,13
22.193,14
22.198,15
22.212,16
22.242,17
22.291,18
22,19
22,19
21,19
20,19
19,19
18.106,20
19,20.918
19.087,21
20,21.281
21,21.403
22,21.313
23,21.054
23.131,21
24,20.596
24.982,20
25,19.988
26,19.144
26.139,19
27,18.012
27.009,18
27.655,17
28,16.384
28.172,16
28.557,15
28.866,14
29,13.381
29.07,13
29.176,12
29.205,11
29.165,10
29.066,9
29,8.5683
28.903,8
28.677,7
28.406,6
28.091,5
28,4.7529
27.708,4
27.286,3
27,2.4237
26.78,2
26.28,1
