x1,y1
31,5.8198
30,5.0853
29.87,5
29,4.4904
28.135,4
28,3.9314
27,3.4889
26,3.0682
25.812,3
25,2.7485
24,2.4769
23,2.2531
22,2.0933
21,2.0126
20,2.021
19,2.1216
18,2.3117
17,2.5861
16,2.926
15.815,3
15,3.4193
14,3.9919
13.988,4
13,4.8017
12.773,5
12,5.8328
11.864,6
11.168,7
11,7.2951
10.66,8
10.255,9
10,9.8663
9.9693,10
9.8394,11
9.8139,12
10,13
11,13
12,13
13,13
14,13
15,13
16,13
17,13
18,13
19,13
20,13
21,13
22,13
22,13
22.687,14
22.689,15
22.687,16
22.683,17
22.677,18
22,19
22,19
21,19
20,19
19,19
18,19
17,19
16,19
15,19
14,19
13,19
12,19
11,19
10,19
9,19
8.2206,20
8.1867,21
8.3124,22
8.5478,23
8.8457,24
9,24.424
9.2852,25
9.8349,26
10,26.264
10.558,27
11,27.517
11.458,28
12,28.493
12.589,29
13,29.254
14,29.942
14.092,30
15,30.266
16,30.55
17,30.823
17.746,31
