x1,y1
31,9.1376
30.842,9
30,8.1117
29.865,8
29,7.3323
28.536,7
28,6.647
27,6.0574
26.888,6
26,5.5939
25,5.1783
24.496,5
24,4.8516
23,4.618
22,4.4508
21,4.3629
20,4.3675
19,4.4729
18,4.6775
17,4.9675
16.913,5
16,5.4741
15.118,6
15,6.0918
14,6.9658
13.966,7
13.19,8
13,8.3129
12.642,9
12.237,10
12,10.906
11.982,11
11.913,12
12,13
13,13
14,13
15,13
16,13
17,13
18,13
19,13
20,13
21,13
22,13
22,13
22.559,14
22.559,15
22.558,16
22.559,17
22.557,18
22,19
22,19
21,19
20,19
19,19
18,19
17,19
16,19
15,19
14,19
13,19
12,19
11,19
10,19
9,19
8.293,20
8.2699,21
8.4068,22
8.6436,23
8.9435,24
9,24.144
9.4283,25
9.9473,26
10,26.083
10.672,27
11,27.407
11.527,28
12,28.483
12.543,29
13,29.325
13.869,30
14,30.062
15,30.437
16,30.823
16.411,31
