x1,y1
15.437,1
15,1.1763
14,1.5753
13,1.9628
12.912,2
12,2.7192
11.657,3
11,3.6276
10.643,4
10,4.7593
9.8188,5
9.1618,6
9,6.2887
8.6649,7
8.2407,8
8,8.7132
7.9246,9
7.7363,10
7.6326,11
7.6351,12
8,13
9,13
10,13
11,13
12,13
13,13
14,13
15,13
16,13
17,13
18,13
19,13
20,13
21,13
22,13
23,13
23,13
23.742,14
23.742,15
23.742,16
23.742,17
23.742,18
23,19
23,19
22,19
21,19
20,19
19,19
18,19
17,19
16,19
15,19
14,19
13,19
12,19
11,19
10,19
9,19
8.0534,20
8.0751,21
8.2037,22
8.4395,23
8.7625,24
9,24.613
9.1804,25
9.7457,26
10,26.404
10.434,27
11,27.674
11.301,28
12,28.645
12.417,29
13,29.426
13.833,30
14,30.064
15,30.416
16,30.756
16.833,31
